volume,type,publisher,authors,year,eid,title,pages,cited_by_count,number,open_access,topics,journal,doi,concepts
8,journal-article,Wiley,"Heidrich, Robert and Babić, Nikola and Lacroix‐Andrivet, Oscar and Dutoit, Charles‐Emmanuel and Bainier, Camille and Mordvinkin, Anton and Gottschalg, Ralph and Vezin, Hervé and Afonso, Carlos and Pondaven, Simon",2024,2-s2.0-85190840404,From Performance Measurements to Molecular Level Characterization: Exploring the Differences between Ultraviolet and Damp Heat Weathering of Photovoltaics Modules,,5,,True,"['Photovoltaic System Optimization Techniques', 'solar cell performance optimization', 'Silicon and Solar Cell Technologies']",Solar RRL,10.1002/solr.202400144,"[{'name': 'Degradation (telecommunications)', 'score': 0.6618390083312988}, {'name': 'Weathering', 'score': 0.598994791507721}, {'name': 'Materials science', 'score': 0.5882905721664429}, {'name': 'Accelerated aging', 'score': 0.4783886671066284}, {'name': 'Ultraviolet', 'score': 0.464886873960495}, {'name': 'Chemical engineering', 'score': 0.41090795397758484}, {'name': 'Polymer chemistry', 'score': 0.3325563073158264}, {'name': 'Composite material', 'score': 0.32078617811203003}]"
5,journal-article,American Astronomical Society,"Bouquet, Alexis and da Costa, Cíntia Aparecida Pires and Boduch, Philippe and Rothard, Hermann and Domaracka, Alicja and Danger, Grégoire and Schmitz, Isabelle and Afonso, Carlos and Schmitt-Kopplin, Philippe and Hue, Vincent and Nordheim, Tom A. and Ruf, Alexander and Duvernay, Fabrice and Napoleoni, Maryse and Khawaja, Nozair and Postberg, Frank and Javelle, Thomas and Mousis, Olivier and Tenelanda Osorio, Laura Isabel",2024,2-s2.0-85191331945,Sulfur Implantation into Water Ice with Propane: Implications for Organic Chemistry on the Surface of Europa,,3,,True,"['Astro and Planetary Science', 'Astrophysics and Star Formation Studies', 'Atmospheric Ozone and Climate']",The Planetary Science Journal,10.3847/PSJ/ad3204,"[{'name': 'Organic matter', 'score': 0.7884887456893921}, {'name': 'Sulfur', 'score': 0.6399388909339905}, {'name': 'Chemistry', 'score': 0.6272780895233154}, {'name': 'Aromaticity', 'score': 0.5766541957855225}, {'name': 'Ion', 'score': 0.5456503033638}, {'name': 'Flux (metallurgy)', 'score': 0.4606018662452698}, {'name': 'Environmental chemistry', 'score': 0.44644027948379517}, {'name': 'Propane', 'score': 0.41204142570495605}]"
38,journal-article,American Chemical Society (ACS),"Chacón-Patiño, Martha L. and Rezaei, Fateme",2024,2-s2.0-85186260886,Women in Energy and Fuels: The Seeds of Diversity That Bring New Perspectives to the Future of the Energy Industry,3515-3516,3,,True,"['Energy and Environment Impacts', 'Innovation and Socioeconomic Development', 'Entrepreneurship Studies and Influences']",Energy &amp; Fuels,10.1021/acs.energyfuels.4c00727,"[{'name': 'Diversity (politics)', 'score': 0.6175851225852966}, {'name': 'Energy (signal processing)', 'score': 0.5687421560287476}, {'name': 'Natural resource economics', 'score': 0.43639686703681946}, {'name': 'Renewable energy', 'score': 0.41666314005851746}, {'name': 'Environmental science', 'score': 0.4162941575050354}, {'name': 'Environmental economics', 'score': 0.37141847610473633}, {'name': 'Business', 'score': 0.3567291498184204}, {'name': 'Process engineering', 'score': 0.34436678886413574}]"
177,journal-article,Elsevier BV,"Mase, Charlotte and Moulian, Rémi and Lazzari, Eliane and Garnier, Carole and Piparo, Marco and Hubert-Roux, Marie and Afonso, Carlos and Dayton, David C. and Barrère-Mangote, Caroline and Giusti, Pierre",2024,2-s2.0-85182668434,Comparison of lignocellulosic-based biomass pyrolysis processes by multi-scale molecular characterization,,15,,False,"['Thermochemical Biomass Conversion Processes', 'Biodiesel Production and Applications', 'Petroleum Processing and Analysis']",Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2024.106354,"[{'name': 'Pyrolysis', 'score': 0.7955838441848755}, {'name': 'Chemistry', 'score': 0.6718653440475464}, {'name': 'Mass spectrometry', 'score': 0.6354339122772217}, {'name': 'Gas chromatography', 'score': 0.6118248701095581}, {'name': 'Gel permeation chromatography', 'score': 0.5842021107673645}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.5469650030136108}, {'name': 'Lignocellulosic biomass', 'score': 0.5294843316078186}, {'name': 'Elemental analysis', 'score': 0.46253493428230286}]"
,,,,2024,2-s2.0-105004878347,DETAILED CHARACTERIZATION OF PLASTIC PYROLYSIS OILS AND THEIR CONTAMINANTS BY FT-ICR MS AND GCxGC,,,,,,2024 Spring Meeting and 20th Global Congress on Process Safety,,
2024-March,,,,2024,2-s2.0-105003731784,DETAILED CHARACTERIZATION OF PLASTIC PYROLYSIS OILS AND THEIR CONTAMINANTS BY FT-ICR MS AND GCxGC,101-113,,,,,Aiche Ethylene Producers Conference Proceedings,,
37,journal-article,American Chemical Society (ACS),"Chacón-Patiño, Martha L. and Mase, Charlotte and Maillard, Julien Florent and Barrère-Mangote, Caroline and Dayton, David C. and Afonso, Carlos and Giusti, Pierre and Rodgers, Ryan P.",2023,2-s2.0-85177051376,Petroleomics Approach to Investigate the Composition of Upgrading Products from Pyrolysis Bio-Oils as Determined by High-Field FT-ICR MS,16612-16628,22,,False,"['Thermochemical Biomass Conversion Processes', 'Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.3c02599,"[{'name': 'Chemistry', 'score': 0.7686017751693726}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.6540588140487671}, {'name': 'Aromaticity', 'score': 0.6290527582168579}, {'name': 'Pyrolysis', 'score': 0.5629307627677917}, {'name': 'Electrospray ionization', 'score': 0.4587531089782715}, {'name': 'Organic chemistry', 'score': 0.44352462887763977}, {'name': 'Atmospheric-pressure chemical ionization', 'score': 0.41036373376846313}, {'name': 'Mass spectrometry', 'score': 0.40241047739982605}]"
176,journal-article,Elsevier BV,"Lazzari, Eliane and Piparo, Marco and Mase, Charlotte and Levacher, Laurence and Stefanuto, Pierre-Hugues and Purcaro, Giorgia and Focant, Jean-François and Giusti, Pierre",2023,2-s2.0-85175016654,Chemical elucidation of recycled plastic pyrolysis oils by means of GC×GC-PI-TOF-MS and GC-VUV,,15,,True,"['Analytical Chemistry and Chromatography', 'Toxic Organic Pollutants Impact', 'Mass Spectrometry Techniques and Applications']",Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2023.106224,"[{'name': 'Pyrolysis', 'score': 0.8352773785591125}, {'name': 'Gas chromatography', 'score': 0.6452203392982483}, {'name': 'Gas chromatography–mass spectrometry', 'score': 0.6289359331130981}, {'name': 'Mass spectrometry', 'score': 0.619979202747345}, {'name': 'Chemistry', 'score': 0.5876665115356445}, {'name': 'Chemical composition', 'score': 0.5034944415092468}, {'name': 'Context (archaeology)', 'score': 0.494538277387619}, {'name': 'Chromatography', 'score': 0.3516908586025238}]"
582,journal-article,Elsevier BV,"Maillard, Julien Florent and Demeaux, Julien and Mase, Charlotte and Gajan, Antonin and Tessier, Cécile and Bernard, Patrick and Afonso, Carlos and Giusti, Pierre",2023,2-s2.0-85168731768,Unambiguous molecular characterization of solid electrolyte interphase species on graphite negative electrodes,,7,,False,"['Advancements in Battery Materials', 'Advanced Battery Materials and Technologies', 'Advanced Battery Technologies Research']",Journal of Power Sources,10.1016/j.jpowsour.2023.233516,"[{'name': 'Electrolyte', 'score': 0.8094376921653748}, {'name': 'Ethylene carbonate', 'score': 0.6824507713317871}, {'name': 'Graphite', 'score': 0.64559006690979}, {'name': 'Lithium (medication)', 'score': 0.6115344762802124}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.5948739647865295}, {'name': 'Chemistry', 'score': 0.5872701406478882}, {'name': 'Characterization (materials science)', 'score': 0.5857651829719543}, {'name': 'Mass spectrometry', 'score': 0.5829975008964539}]"
47,journal-article,Royal Society of Chemistry (RSC),"Naim, Ahmad and Hubert-Roux, Marie and Cirriez, Virginie and Welle, Alexandre and Vantomme, Aurelien and Kirillov, Evgueni and Carpentier, Jean-François and Giusti, Pierre and Afonso, Carlos",2023,2-s2.0-85176257354,Characterization of modified methylaluminoxane by ion mobility spectrometry mass spectrometry and ultra-high resolution Fourier-transform ion cyclotron resonance mass spectrometry,21244-21252,3,,True,"['Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography', 'Analytical chemistry methods development']",New Journal of Chemistry,10.1039/d3nj03877g,"[{'name': 'Chemistry', 'score': 0.9254235029220581}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8751099109649658}, {'name': 'Mass spectrometry', 'score': 0.8476625680923462}, {'name': 'Ion-mobility spectrometry–mass spectrometry', 'score': 0.6315239667892456}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5950309634208679}, {'name': 'Ion-mobility spectrometry', 'score': 0.58463454246521}, {'name': 'Methylaluminoxane', 'score': 0.5602735280990601}, {'name': 'Characterization (materials science)', 'score': 0.5366105437278748}]"
26,journal-article,Royal Society of Chemistry (RSC),"Czech, Hendryk and Popovicheva, Olga and Chernov, Dmitriy G. and Kozlov, Alexander and Schneider, Eric and Shmargunov, Vladimir P. and Sueur, Maxime and Rüger, Christopher P. and Afonso, Carlos and Uzhegov, Viktor and Kozlov, Valerii S. and Panchenko, Mikhail V. and Zimmermann, Ralf",2023,2-s2.0-85175576697,Wildfire plume ageing in the Photochemical Large Aerosol Chamber (PHOTO-LAC),35-55,5,,False,"['Atmospheric chemistry and aerosols', 'Atmospheric aerosols and clouds', 'Atmospheric and Environmental Gas Dynamics']",Environmental Science: Processes &amp; Impacts,10.1039/d3em00280b,"[{'name': 'Plume', 'score': 0.7678755521774292}, {'name': 'Aerosol', 'score': 0.7013412714004517}, {'name': 'Environmental science', 'score': 0.6252474784851074}, {'name': 'Environmental chemistry', 'score': 0.578220009803772}, {'name': 'Photochemistry', 'score': 0.34557271003723145}, {'name': 'Chemistry', 'score': 0.287808895111084}, {'name': 'Meteorology', 'score': 0.2430613934993744}, {'name': 'Geography', 'score': 0.10450747609138489}]"
11,journal-article,MDPI AG,"Bare, William F. Rance and Struhs, Ethan and Mirkouei, Amin and Overturf, Kenneth and Chacón-Patiño, Martha L. and McKenna, Amy M. and Chen, Huan and Raja, Krishnan S.",2023,2-s2.0-85175144470,Controlling Eutrophication of Aquaculture Production Water Using Biochar: Correlation of Molecular Composition with Adsorption Characteristics as Revealed by FT-ICR Mass Spectrometry,,12,,True,"['Aquaculture Nutrition and Growth', 'Isotope Analysis in Ecology', 'Aquatic Ecosystems and Phytoplankton Dynamics']",Processes,10.3390/pr11102883,"[{'name': 'Biochar', 'score': 0.914272665977478}, {'name': 'Eutrophication', 'score': 0.7423034906387329}, {'name': 'Environmental chemistry', 'score': 0.7110002040863037}, {'name': 'Aquaculture', 'score': 0.6088863611221313}, {'name': 'Chemistry', 'score': 0.6055576205253601}, {'name': 'Water quality', 'score': 0.5592286586761475}, {'name': 'Phosphorus', 'score': 0.520317554473877}, {'name': 'Nitrate', 'score': 0.5141787528991699}]"
148,journal-article,Royal Society of Chemistry (RSC),"Mase, Charlotte and Maillard, Julien F. and Piparo, Marco and Friederici, Lukas and Rüger, Christopher P. and Marceau, Sabrina and Paupy, Benoit and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre",2023,2-s2.0-85172903923,GC-FTICR mass spectrometry with dopant assisted atmospheric pressure photoionization: application to the characterization of plastic pyrolysis oil,5221-5232,8,,True,"['Thermochemical Biomass Conversion Processes', 'Petroleum Processing and Analysis', 'Mass Spectrometry Techniques and Applications']",The Analyst,10.1039/d3an01246h,"[{'name': 'Photoionization', 'score': 0.7936670184135437}, {'name': 'Mass spectrometry', 'score': 0.7359210252761841}, {'name': 'Chemistry', 'score': 0.6813368201255798}, {'name': 'Pyrolysis', 'score': 0.6492005586624146}, {'name': 'Characterization (materials science)', 'score': 0.6156934499740601}, {'name': 'Atmospheric pressure', 'score': 0.5792458653450012}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5568554401397705}, {'name': 'Dopant', 'score': 0.47980692982673645}]"
37,journal-article,American Chemical Society (ACS),"Ruiz, Wladimir and Guillemant, Julie and Coniglio, Lucie and Rodgers, Ryan P. and Christensen, Jan H. and Garcia-Montoto, Victor and Verdier, Sylvain and Giusti, Pierre and Barrère-Mangote, Caroline and Bouyssiere, Brice",2023,2-s2.0-85168460761,"Bio-oil Inorganic Analysis: A Minireview of Current Trends, Challenges, and Future Perspectives",11608-11621,6,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Biodiesel Production and Applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.3c01462,"[{'name': 'Mass spectrometry', 'score': 0.7060665488243103}, {'name': 'Chemistry', 'score': 0.7039453387260437}, {'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.6810816526412964}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.582079291343689}, {'name': 'Inductively coupled plasma', 'score': 0.5504468679428101}, {'name': 'Analytical technique', 'score': 0.4865473806858063}, {'name': 'Chromatography', 'score': 0.4751850664615631}, {'name': 'Atomic spectroscopy', 'score': 0.46899107098579407}]"
95,journal-article,American Chemical Society (ACS),"García-Bellido, Javier and Freije-Carrelo, Laura and Redondo-Velasco, Montserrat and Piparo, Marco and Zoccali, Mariosimone and Mondello, Luigi and Moldovan, Mariella and Bouyssiere, Brice and Giusti, Pierre and Encinar, Jorge Ruiz",2023,2-s2.0-85167827395,Potential of GC-Combustion-MS as a Powerful and Versatile Nitrogen-Selective Detector in Gas Chromatography,11761-11768,6,,True,"['Analytical Chemistry and Chromatography', 'Analytical chemistry methods development', 'Mass Spectrometry Techniques and Applications']",Analytical Chemistry,10.1021/acs.analchem.3c01943,"[{'name': 'Chemistry', 'score': 0.9084190726280212}, {'name': 'Gas chromatography', 'score': 0.6520044803619385}, {'name': 'Combustion', 'score': 0.6497405171394348}, {'name': 'Detection limit', 'score': 0.6444115042686462}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6166466474533081}, {'name': 'Nitrogen', 'score': 0.6030130386352539}, {'name': 'Detector', 'score': 0.5945767760276794}, {'name': 'Chromatography', 'score': 0.5788748264312744}]"
34,journal-article,American Chemical Society (ACS),"Mase, Charlotte and Maillard, Julien F. and Marcuz, Simon and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre",2023,2-s2.0-85166384762,Contribution of LDI and MALDI for the Characterization of a Lignocellulosic-Based Pyrolysis Bio-Oil,1789-1797,11,,False,"['Thermochemical Biomass Conversion Processes', 'Microbial bioremediation and biosurfactants', 'Microbial Metabolic Engineering and Bioproduction']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.3c00197,"[{'name': 'Chemistry', 'score': 0.873215913772583}, {'name': 'Lignocellulosic biomass', 'score': 0.7498877644538879}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.72385174036026}, {'name': 'Mass spectrometry', 'score': 0.6560652256011963}, {'name': 'Lignin', 'score': 0.4624035954475403}, {'name': 'Pyrolysis', 'score': 0.4470568895339966}, {'name': 'Matrix-assisted laser desorption/ionization', 'score': 0.44684237241744995}, {'name': 'Biomass (ecology)', 'score': 0.4397684931755066}]"
11,journal-article,MDPI AG,"Lacroix-Andrivet, Oscar and Hubert-Roux, Marie and Loutelier Bourhis, Corinne and Moualdi, Samira and Mendes Siqueira, Anna Luiza and Afonso, Carlos",2023,2-s2.0-85168860907,Characterization of Base Oil and Additive Oxidation Products from Formulated Lubricant by Ultra-High Resolution Mass Spectrometry,,11,,True,"['Petroleum Processing and Analysis', 'Mass Spectrometry Techniques and Applications', 'Lubricants and Their Additives']",Lubricants,10.3390/lubricants11080345,"[{'name': 'Mass spectrometry', 'score': 0.7010732889175415}, {'name': 'Chemistry', 'score': 0.6836210489273071}, {'name': 'Base oil', 'score': 0.66875159740448}, {'name': 'Atmospheric-pressure chemical ionization', 'score': 0.6444154977798462}, {'name': 'Electrospray ionization', 'score': 0.641523003578186}, {'name': 'Lubricant', 'score': 0.6063493490219116}, {'name': 'Molecule', 'score': 0.5059930682182312}, {'name': 'Base (topology)', 'score': 0.4832335412502289}]"
37,journal-article,American Chemical Society (ACS),"Ruiz, Wladimir and Moulian, Rémi and Rodgers, Ryan P. and Giusti, Pierre and Bouyssiere, Brice and Marshall, Alan G. and Barrère-Mangote, Caroline and Guillemant, Julie",2023,2-s2.0-85165157486,Past to Future: Application of Gel Permeation Chromatography from Petroleomics and Metallopetroleomics to New Energies Applications: A Minireview,8867-8882,9,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Analytical Chemistry and Chromatography']",Energy &amp; Fuels,10.1021/acs.energyfuels.3c00856,"[{'name': 'Gel permeation chromatography', 'score': 0.7032355070114136}, {'name': 'Chemistry', 'score': 0.61300128698349}, {'name': 'Polystyrene', 'score': 0.597521185874939}, {'name': 'Context (archaeology)', 'score': 0.5923769474029541}, {'name': 'Reactivity (psychology)', 'score': 0.5048747658729553}, {'name': 'Divinylbenzene', 'score': 0.48087719082832336}, {'name': 'Resolution (logic)', 'score': 0.44165560603141785}, {'name': 'Chromatography', 'score': 0.4356161653995514}]"
73,journal-article,Elsevier BV,"Maillard, Julien F. and Mase, Charlotte and Serve, Olivier and Vezin, Hervé and Afonso, Carlos and Giusti, Pierre and Mangote, Caroline",2023,2-s2.0-85161041734,Characterization of copper-containing porphyrins in an insoluble fraction of a bio-crude obtained from hydrothermal liquefaction of wild microalgae,,4,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Subcritical and Supercritical Water Processes']",Algal Research,10.1016/j.algal.2023.103166,"[{'name': 'Chemistry', 'score': 0.6394795179367065}, {'name': 'Hydrothermal liquefaction', 'score': 0.637728214263916}, {'name': 'Copper', 'score': 0.6152711510658264}, {'name': 'Mass spectrometry', 'score': 0.5424580574035645}, {'name': 'Heteroatom', 'score': 0.533083438873291}, {'name': 'Electron paramagnetic resonance', 'score': 0.5054521560668945}, {'name': 'Environmental chemistry', 'score': 0.45306476950645447}, {'name': 'Catalysis', 'score': 0.19994202256202698}]"
1697,journal-article,Elsevier BV,"Devaux, Jason and Mignot, Mélanie and Rouvière, Florent and François, Isabelle and Afonso, Carlos and Heinisch, Sabine",2023,2-s2.0-85152601487,On-line reversed-phase liquid chromatography x supercritical fluid chromatography coupled to high-resolution mass spectrometry: A powerful tool for the characterization of advanced biofuels,,16,,True,"['Analytical Chemistry and Chromatography', 'Chromatography in Natural Products', 'Crystallization and Solubility Studies']",Journal of Chromatography A,10.1016/j.chroma.2023.463964,"[{'name': 'Supercritical fluid chromatography', 'score': 0.7425409555435181}, {'name': 'Chemistry', 'score': 0.6338291168212891}, {'name': 'Chromatography', 'score': 0.6029865741729736}, {'name': 'Solvent', 'score': 0.5968079566955566}, {'name': 'Mass spectrometry', 'score': 0.5692433714866638}, {'name': 'Supercritical fluid', 'score': 0.5428429245948792}, {'name': 'Methanol', 'score': 0.4738105833530426}, {'name': 'Acetonitrile', 'score': 0.4452199935913086}]"
37,journal-article,American Chemical Society (ACS),"Chacón-Patiño, Martha L. and Neumann, Anika and Rüger, Christopher P. and Bomben, Paolo G. and Friederici, Lukas and Zimmermann, Ralf and Frank, Erik and Kreis, Philipp and Buchmeiser, Michael R. and Gray, Murray R.",2023,2-s2.0-85150436763,Chemistry and Properties of Carbon Fiber Feedstocks from Bitumen Asphaltenes,5341-5360,24,,False,"['Petroleum Processing and Analysis', 'Thermochemical Biomass Conversion Processes', 'Hydrocarbon exploration and reservoir analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.2c04274,"[{'name': 'Asphaltene', 'score': 0.9474763870239258}, {'name': 'Alkyl', 'score': 0.6038472056388855}, {'name': 'Chemical engineering', 'score': 0.5772333145141602}, {'name': 'Chemistry', 'score': 0.5106180310249329}, {'name': 'Organic chemistry', 'score': 0.49863600730895996}, {'name': 'Carbon fibers', 'score': 0.44418638944625854}, {'name': 'Solubility', 'score': 0.4231507182121277}, {'name': 'Materials science', 'score': 0.4018290042877197}]"
34,journal-article,American Chemical Society (ACS),"Sueur, Maxime and Maillard, Julien F. and Lacroix-Andrivet, Oscar and Rüger, Christopher P. and Giusti, Pierre and Lavanant, Hélène and Afonso, Carlos",2023,2-s2.0-85148913543,PyC2MC: An Open-Source Software Solution for Visualization and Treatment of High-Resolution Mass Spectrometry Data,617-626,29,,True,"['Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography', 'Metabolomics and Mass Spectrometry Studies']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.2c00323,"[{'name': 'Python (programming language)', 'score': 0.841128408908844}, {'name': 'Visualization', 'score': 0.7056045532226562}, {'name': 'Software', 'score': 0.6569652557373047}, {'name': 'Computer science', 'score': 0.6250492930412292}, {'name': 'Executable', 'score': 0.5722590088844299}, {'name': 'Graphical user interface', 'score': 0.5566441416740417}, {'name': 'Mass spectrometry', 'score': 0.5159731507301331}, {'name': 'Computational science', 'score': 0.426910400390625}]"
37,journal-article,American Chemical Society (ACS),"Lacroix-Andrivet, Oscar and Guillemant, Julie and Mendes Siqueira, Anna Luiza and Hubert-Roux, Marie and Loutelier-Bourhis, Corinne and Bouyssiere, Brice and Giusti, Pierre and Afonso, Carlos",2023,2-s2.0-85148886641,Molecular Characterization of Aged Bitumen with Selective and Nonselective Ionization Methods by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry. 3. Investigation on Molecular Fractions Obtained by Gel Permeation Chromatography,4267-4279,3,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.2c04012,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8862875699996948}, {'name': 'Chemistry', 'score': 0.828242301940918}, {'name': 'Gel permeation chromatography', 'score': 0.6548272371292114}, {'name': 'Electrospray ionization', 'score': 0.6342312097549438}, {'name': 'Asphaltene', 'score': 0.6128822565078735}, {'name': 'Mass spectrometry', 'score': 0.6014474630355835}, {'name': 'Ionization', 'score': 0.5820449590682983}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5611408352851868}]"
37,journal-article,American Chemical Society (ACS),"Villegas, Orlando and Salvato Vallverdu, Germain and Bouyssiere, Brice and Acevedo, Sócrates and Castillo, Jimmy and Baraille, Isabelle",2023,2-s2.0-85147530575,Aggregation of Asphaltene Subfractions A1 and A2 in Different Solvents from the Perspective of Molecular Dynamics Simulations,2681-2691,21,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.2c03054,"[{'name': 'Asphaltene', 'score': 0.9071497917175293}, {'name': 'Toluene', 'score': 0.7550070881843567}, {'name': 'Chemistry', 'score': 0.7361409664154053}, {'name': 'Tetrahydrofuran', 'score': 0.7235288619995117}, {'name': 'Molecular dynamics', 'score': 0.5928776860237122}, {'name': 'Aromaticity', 'score': 0.5732067227363586}, {'name': 'Heptane', 'score': 0.5661728978157043}, {'name': 'Molecule', 'score': 0.519344687461853}]"
334,journal-article,Elsevier BV,"Villegas, Orlando and Vallverdu, Germain Salvato and Bouyssiere, Brice and Acevedo, Śocrates and Castillo, Jimmy and Baraille, Isabelle",2023,2-s2.0-85142764928,Cancellation of dipole moment of models of asphaltene aggregates as a mean for their dispersion in toluene and THF calculated using molecular dynamics,,16,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Mass Spectrometry Techniques and Applications']",Fuel,10.1016/j.fuel.2022.126472,"[{'name': 'Dipole', 'score': 0.8239321112632751}, {'name': 'Asphaltene', 'score': 0.7906455993652344}, {'name': 'Moment (physics)', 'score': 0.7427815198898315}, {'name': 'Toluene', 'score': 0.685626208782196}, {'name': 'Dispersion (optics)', 'score': 0.668210506439209}, {'name': 'Aggregate (composite)', 'score': 0.6637585759162903}, {'name': 'Molecular dynamics', 'score': 0.5882036685943604}, {'name': 'Chemical physics', 'score': 0.569216251373291}]"
332,journal-article,Elsevier BV,"Sueur, Maxime and Rüger, Christopher P. and Maillard, Julien F. and Lavanant, Hélène and Zimmermann, Ralf and Afonso, Carlos",2023,2-s2.0-85139845852,Selective characterization of petroporphyrins in shipping fuels and their corresponding emissions using electron-transfer matrix-assisted laser desorption/ionization Fourier transform ion cyclotron resonance mass spectrometry,,11,,True,"['Atmospheric chemistry and aerosols', 'Mass Spectrometry Techniques and Applications', 'Catalytic Processes in Materials Science']",Fuel,10.1016/j.fuel.2022.126283,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.953594446182251}, {'name': 'Mass spectrometry', 'score': 0.715280294418335}, {'name': 'Ion cyclotron resonance', 'score': 0.5779362320899963}, {'name': 'Ionization', 'score': 0.5494968295097351}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5002725124359131}, {'name': 'Characterization (materials science)', 'score': 0.4948858618736267}, {'name': 'Ion', 'score': 0.4852573871612549}, {'name': 'Ion source', 'score': 0.48100098967552185}]"
331,journal-article,Elsevier BV,"Castillo, Jimmy and Gonzalez, Genesis and Bouyssiere, Brice and Vargas, Vicmary",2023,2-s2.0-85136480965,"Asphaltenes, subfractions A1 and A2 aggregation and adsorption onto RH-SiO2 nanoparticles: Solvent effect on the aggregate size",,13,,True,"['Petroleum Processing and Analysis', 'Enhanced Oil Recovery Techniques', 'Hydrocarbon exploration and reservoir analysis']",Fuel,10.1016/j.fuel.2022.125635,"[{'name': 'Asphaltene', 'score': 0.9108338356018066}, {'name': 'Adsorption', 'score': 0.7246882319450378}, {'name': 'Solvent', 'score': 0.7200486660003662}, {'name': 'Chemistry', 'score': 0.6180179715156555}, {'name': 'Chemical engineering', 'score': 0.5823193788528442}, {'name': 'Aggregate (composite)', 'score': 0.5611938834190369}, {'name': 'Dilution', 'score': 0.5270485877990723}, {'name': 'Nanoparticle', 'score': 0.49788618087768555}]"
33,journal-article,American Chemical Society (ACS),"Le Maître, Johann and Maillard, Julien F. and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre",2022,2-s2.0-85139443064,Prediction of Structures of Compounds Encountered in Complex Organic Matter with Highly Flexible Alkyl Chains Using Ion Mobility-Mass Spectrometry,2024-2031,2,,False,"['Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography', 'Analytical chemistry methods development']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.2c00106,"[{'name': 'Chemistry', 'score': 0.8819853663444519}, {'name': 'Alkyl', 'score': 0.8075931072235107}, {'name': 'Ion-mobility spectrometry', 'score': 0.7951122522354126}, {'name': 'Conformational isomerism', 'score': 0.7272728681564331}, {'name': 'Mass spectrometry', 'score': 0.7182166576385498}, {'name': 'Molecule', 'score': 0.7175798416137695}, {'name': 'Yield (engineering)', 'score': 0.5218499898910522}, {'name': 'Ion', 'score': 0.4798107445240021}]"
7,journal-article,American Chemical Society (ACS),"Mere, Aurore and Enrico, Maxime and Zhou, Honggang and Tessier, Emmanuel and Bouyssiere, Brice",2022,2-s2.0-85140653208,Arsenic Analysis in the Petroleum Industry: A Review,38150-38157,11,,True,"['Arsenic contamination and mitigation', 'Extraction and Separation Processes', 'Analytical chemistry methods development']",ACS Omega,10.1021/acsomega.2c03708,"[{'name': 'Arsenic', 'score': 0.8802098035812378}, {'name': 'Petroleum industry', 'score': 0.6344050765037537}, {'name': 'Petroleum', 'score': 0.6241192817687988}, {'name': 'Raw material', 'score': 0.5287144780158997}, {'name': 'Environmental science', 'score': 0.525428295135498}, {'name': 'Waste management', 'score': 0.5030247569084167}, {'name': 'Contamination', 'score': 0.43131422996520996}, {'name': 'Energy source', 'score': 0.4269416630268097}]"
